name;recclass;mass;fall;year;reclat;reclong
LaPaz Icefield 031251;L5;0,25;Found;2003;;
LaPaz Icefield 031252;CM1;0,8;Found;2003;;
LaPaz Icefield 031253;L5;1;Found;2003;;
LaPaz Icefield 031254;H6;1,3;Found;2003;;
LaPaz Icefield 031255;LL5;0,31;Found;2003;;
LaPaz Icefield 031256;H5;0,51;Found;2003;;
LaPaz Icefield 031257;L5;1,4;Found;2003;;
LaPaz Icefield 031258;H5;2,1;Found;2003;;
LaPaz Icefield 031259;L5;1,6;Found;2003;;
LaPaz Icefield 031260;H5;11,8;Found;2003;;
LaPaz Icefield 031261;L5;6,8;Found;2003;;
LaPaz Icefield 031262;L5;11,1;Found;2003;;
LaPaz Icefield 031263;L5;15,6;Found;2003;;
LaPaz Icefield 031264;L5;8,1;Found;2003;;
LaPaz Icefield 031265;L6;8;Found;2003;;
LaPaz Icefield 031266;H5;4,4;Found;2003;;
LaPaz Icefield 031267;L5;16,6;Found;2003;;
LaPaz Icefield 031268;CM2;15,4;Found;2003;;
LaPaz Icefield 031269;Aubrite;12,93;Found;2003;-86,36667;-70
LaPaz Icefield 031270;H6;3,2;Found;2003;;
LaPaz Icefield 031271;LL5;8;Found;2003;;
LaPaz Icefield 031272;LL6;3;Found;2003;;
LaPaz Icefield 031273;H6;3,6;Found;2003;;
LaPaz Icefield 031274;L6;5,5;Found;2003;;
LaPaz Icefield 031275;R5;6,1;Found;2003;;
LaPaz Icefield 031276;L5;6,2;Found;2003;;
LaPaz Icefield 031277;LL6;2,2;Found;2003;;
LaPaz Icefield 031278;L5;2,5;Found;2003;;
LaPaz Icefield 031279;H5;0,47;Found;2003;;
LaPaz Icefield 031280;Eucrite-br;17,8;Found;2003;;
LaPaz Icefield 031281;LL5;13;Found;2003;;
LaPaz Icefield 031282;LL5;7,2;Found;2003;;
LaPaz Icefield 031283;H5;2,3;Found;2003;;
LaPaz Icefield 031284;H5;6,2;Found;2003;;
LaPaz Icefield 031285;L5;22,8;Found;2003;;
LaPaz Icefield 031286;LL6;2,6;Found;2003;;
LaPaz Icefield 031287;LL5;0,36;Found;2003;;
LaPaz Icefield 031288;L5;2,8;Found;2003;;
LaPaz Icefield 031289;LL6;2;Found;2003;;
LaPaz Icefield 031290;LL5;5,3;Found;2003;;
LaPaz Icefield 031291;LL5;13,7;Found;2003;;
LaPaz Icefield 031292;LL6;2,1;Found;2003;;
LaPaz Icefield 031293;H5;1,1;Found;2003;;
LaPaz Icefield 031294;H5;4,4;Found;2003;;
LaPaz Icefield 031295;LL5;1,7;Found;2003;;
LaPaz Icefield 031296;LL5;1,9;Found;2003;;
LaPaz Icefield 031297;LL5;2,1;Found;2003;;
LaPaz Icefield 031298;L6;5,5;Found;2003;;
LaPaz Icefield 031299;CM2;6,9;Found;2003;;
LaPaz Icefield 031300;LL5;9,4;Found;2003;;
LaPaz Icefield 031301;L5;6,6;Found;2003;;
LaPaz Icefield 031302;LL5;23;Found;2003;;
LaPaz Icefield 031303;LL5;4;Found;2003;;
LaPaz Icefield 031304;L5;1,3;Found;2003;;
LaPaz Icefield 031305;LL5;6,5;Found;2003;;
LaPaz Icefield 031306;LL5;18,8;Found;2003;;
LaPaz Icefield 031307;L4;45,8;Found;2003;;
LaPaz Icefield 031308;H-melt rock;8,7;Found;2003;;
LaPaz Icefield 031309;Diogenite;14,1;Found;2003;;
LaPaz Icefield 031310;H4;11,4;Found;2003;;
LaPaz Icefield 031311;L5;14,7;Found;2003;;
LaPaz Icefield 031312;LL6;11,4;Found;2003;;
LaPaz Icefield 031313;H5;18,4;Found;2003;;
LaPaz Icefield 031314;L5;20,4;Found;2003;;
LaPaz Icefield 031315;L5;34;Found;2003;;
LaPaz Icefield 031316;Eucrite-br;25,8;Found;2003;;
LaPaz Icefield 031317;L5;16,1;Found;2003;;
LaPaz Icefield 031318;L5;17,3;Found;2003;;
LaPaz Icefield 031319;H6;17,5;Found;2003;;
LaPaz Icefield 031320;L5;0,27;Found;2003;;
LaPaz Icefield 031321;L-metal;1,3;Found;2003;;
LaPaz Icefield 031322;H5;4,7;Found;2003;;
LaPaz Icefield 031323;Acapulcoite;3,1;Found;2003;;
LaPaz Icefield 031324;L5;2,4;Found;2003;;
LaPaz Icefield 031325;L6;0,3;Found;2003;;
LaPaz Icefield 031326;L5;2,5;Found;2003;;
LaPaz Icefield 031327;LL5;2,6;Found;2003;;
LaPaz Icefield 031328;L5;0,99;Found;2003;;
LaPaz Icefield 031329;L5;1,03;Found;2003;;
LaPaz Icefield 031330;LL5;10,7;Found;2003;;
LaPaz Icefield 031331;LL5;17,7;Found;2003;;
LaPaz Icefield 031332;LL5;12,8;Found;2003;;
LaPaz Icefield 031333;H6;8,5;Found;2003;;
LaPaz Icefield 031334;L5;5,5;Found;2003;;
LaPaz Icefield 031335;LL5;8,7;Found;2003;;
LaPaz Icefield 031336;L5;19,3;Found;2003;;
LaPaz Icefield 031337;LL6;9,4;Found;2003;;
LaPaz Icefield 031338;LL6;22,9;Found;2003;;
LaPaz Icefield 031339;L4;75,5;Found;2003;;
LaPaz Icefield 031340;H6;2,7;Found;2003;;
LaPaz Icefield 031341;H6;1,5;Found;2003;;
LaPaz Icefield 031342;Ureilite;3,2;Found;2003;;
LaPaz Icefield 031343;L5;3,6;Found;2003;;
LaPaz Icefield 031344;LL5;6,2;Found;2003;;
LaPaz Icefield 031345;H5;7,3;Found;2003;;
LaPaz Icefield 031346;L3;5,4;Found;2003;;
LaPaz Icefield 031347;L3;9;Found;2003;;
LaPaz Icefield 031348;LL5;5,7;Found;2003;;
LaPaz Icefield 031349;H5;6,1;Found;2003;;
LaPaz Icefield 031350;LL6;2,4;Found;2003;;
LaPaz Icefield 031351;L6;2,6;Found;2003;;
LaPaz Icefield 031352;L5;1,5;Found;2003;;
LaPaz Icefield 031353;H5;4,7;Found;2003;;
LaPaz Icefield 031354;L5;8,2;Found;2003;;
LaPaz Icefield 031355;L6;9,2;Found;2003;;
LaPaz Icefield 031356;L5;3,2;Found;2003;;
LaPaz Icefield 031357;H6;2,9;Found;2003;;
LaPaz Icefield 031358;H5;4,3;Found;2003;;
LaPaz Icefield 031359;L6;2,5;Found;2003;;
LaPaz Icefield 031360;H5;10,8;Found;2003;;
LaPaz Icefield 031361;H6;12,3;Found;2003;;
LaPaz Icefield 031362;H5;4,7;Found;2003;;
LaPaz Icefield 031363;L4;9,1;Found;2003;;
LaPaz Icefield 031364;L5;5,4;Found;2003;;
LaPaz Icefield 031365;H5;11,8;Found;2003;;
LaPaz Icefield 031366;H5;12,8;Found;2003;;
LaPaz Icefield 031367;LL6;3,7;Found;2003;;
LaPaz Icefield 031368;H5;10,1;Found;2003;;
LaPaz Icefield 031369;L6;3,2;Found;2003;;
LaPaz Icefield 031370;Iron, ungrouped;8,67;Found;2003;;
LaPaz Icefield 031371;CM2;8,8;Found;2003;;
LaPaz Icefield 031372;Aubrite;17,61;Found;2003;-86,36667;-70
LaPaz Icefield 031373;LL5;15,1;Found;2003;;
LaPaz Icefield 031374;LL5;6,5;Found;2003;;
LaPaz Icefield 031375;L5;4,5;Found;2003;;
LaPaz Icefield 031376;H5;2;Found;2003;;
LaPaz Icefield 031377;L5;2,2;Found;2003;;
LaPaz Icefield 031378;L5;1,5;Found;2003;;
LaPaz Icefield 031379;Eucrite-br;4,3;Found;2003;;
LaPaz Icefield 031380;L5;1,1;Found;2003;;
LaPaz Icefield 031381;Diogenite;1,89;Found;2003;-86,36667;-70
LaPaz Icefield 031382;H6;0,4;Found;2003;;
LaPaz Icefield 031383;LL6;1,4;Found;2003;;
LaPaz Icefield 031384;LL5;0,2;Found;2003;;
LaPaz Icefield 031385;H6;0,6;Found;2003;;
LaPaz Icefield 031386;H6;0,3;Found;2003;;
LaPaz Icefield 031387;R4;1,1;Found;2003;;
LaPaz Icefield 031388;H6;0,8;Found;2003;;
LaPaz Icefield 031389;H5;1;Found;2003;;
LaPaz Icefield 031390;L5;1,81;Found;2003;;
LaPaz Icefield 031391;LL6;1,7;Found;2003;;
LaPaz Icefield 031392;H5;3,3;Found;2003;;
LaPaz Icefield 031393;H6;1,1;Found;2003;;
LaPaz Icefield 031394;H5;1,7;Found;2003;;
LaPaz Icefield 031395;H6;3;Found;2003;;
LaPaz Icefield 031396;H5;1,15;Found;2003;;
LaPaz Icefield 031397;H5;0,23;Found;2003;;
LaPaz Icefield 03550;L5;16000;Found;2002;;
LaPaz Icefield 03551;L6;2703,4;Found;2003;;
LaPaz Icefield 03552;L6;3521,5;Found;2003;;
LaPaz Icefield 03553;H4;6422,7;Found;2002;;
LaPaz Icefield 03554;L4;4201,2;Found;2003;;
LaPaz Icefield 03555;L5;458,8;Found;2003;;
LaPaz Icefield 03556;L5;1823;Found;2003;;
LaPaz Icefield 03557;L5;1505,1;Found;2003;;
LaPaz Icefield 03558;L4;1521,1;Found;2003;;
LaPaz Icefield 03559;L6;1839,1;Found;2003;;
LaPaz Icefield 03560;L6;1780;Found;2003;;
LaPaz Icefield 03561;L5;1853,2;Found;2003;;
LaPaz Icefield 03562;H5;833,5;Found;2003;;
LaPaz Icefield 03563;L6;868,5;Found;2003;;
LaPaz Icefield 03564;H4;853,8;Found;2003;;
LaPaz Icefield 03565;L5;1198,7;Found;2003;;
LaPaz Icefield 03566;L6;1454,4;Found;2003;;
LaPaz Icefield 03567;L6;1009,5;Found;2003;;
LaPaz Icefield 03568;LL6;514,9;Found;2003;;
LaPaz Icefield 03569;Diogenite;813,7;Found;2003;-86,36667;-70
LaPaz Icefield 03570;L4;801,6;Found;2003;;
LaPaz Icefield 03571;L5;796,9;Found;2003;;
LaPaz Icefield 03572;LL6;525,4;Found;2003;-86,36667;-70
LaPaz Icefield 03573;LL5;670,4;Found;2003;;
LaPaz Icefield 03574;LL6;580,7;Found;2003;;
LaPaz Icefield 03575;LL5;643;Found;2003;;
LaPaz Icefield 03576;LL4;561;Found;2003;;
LaPaz Icefield 03577;LL6;556,2;Found;2003;;
LaPaz Icefield 03578;L5;471,6;Found;2003;;
LaPaz Icefield 03579;LL4;411,8;Found;2003;;
LaPaz Icefield 03580;LL6;582,9;Found;2003;;
LaPaz Icefield 03581;LL4;541;Found;2003;;
LaPaz Icefield 03582;LL5;408,6;Found;2003;;
LaPaz Icefield 03583;LL5;226,7;Found;2003;;
LaPaz Icefield 03584;LL5;311,4;Found;2003;;
LaPaz Icefield 03585;L5;289;Found;2003;;
LaPaz Icefield 03586;L5;343,9;Found;2003;;
LaPaz Icefield 03587;Ureilite;130,24;Found;2003;;
LaPaz Icefield 03588;L5;209,6;Found;2003;;
LaPaz Icefield 03589;H4;232,7;Found;2003;;
LaPaz Icefield 03590;LL5;342,6;Found;2003;;
LaPaz Icefield 03591;L6;235,6;Found;2003;;
LaPaz Icefield 03592;LL5;192;Found;2003;;
LaPaz Icefield 03593;Iron;657,5;Found;2003;-86,36667;-70
LaPaz Icefield 03594;L5;297;Found;2003;;
LaPaz Icefield 03595;LL5;175,4;Found;2003;;
LaPaz Icefield 03596;LL5;397,1;Found;2003;;
LaPaz Icefield 03597;LL4;245,2;Found;2003;;
LaPaz Icefield 03598;L5;327,2;Found;2003;;
LaPaz Icefield 03599;LL6;413,2;Found;2003;;
LaPaz Icefield 03600;LL5;353;Found;2003;;
LaPaz Icefield 03601;H4;331,7;Found;2003;;
LaPaz Icefield 03602;L6;420,8;Found;2003;;
LaPaz Icefield 03603;L5;305,4;Found;2003;;
LaPaz Icefield 03604;L5;392,3;Found;2003;;
LaPaz Icefield 03605;Iron;582,8;Found;2003;-86,36667;-70
LaPaz Icefield 03606;LL6;486,1;Found;2003;;
LaPaz Icefield 03607;L5;359,2;Found;2003;;
LaPaz Icefield 03608;H4;330,7;Found;2003;;
LaPaz Icefield 03609;L5;451;Found;2003;;
LaPaz Icefield 03610;L5;447,2;Found;2003;;
LaPaz Icefield 03611;LL6;376,1;Found;2003;;
LaPaz Icefield 03612;H6;206,2;Found;2003;;
LaPaz Icefield 03613;L5;229,8;Found;2003;;
LaPaz Icefield 03614;LL6;98,4;Found;2003;;
LaPaz Icefield 03615;H4;120,9;Found;2003;;
LaPaz Icefield 03616;H5;99,5;Found;2003;;
LaPaz Icefield 03617;L5;173,8;Found;2003;;
LaPaz Icefield 03618;L5;165;Found;2003;;
LaPaz Icefield 03619;L4;164,3;Found;2003;;
LaPaz Icefield 03620;L6;121,8;Found;2003;;
LaPaz Icefield 03621;L5;173,5;Found;2003;;
LaPaz Icefield 03622;L5;127,1;Found;2003;;
LaPaz Icefield 03623;L5;147,8;Found;2003;;
LaPaz Icefield 03624;LL5;165,67;Found;2003;;
LaPaz Icefield 03625;L6;144,7;Found;2003;;
LaPaz Icefield 03626;L4;145,2;Found;2003;;
LaPaz Icefield 03627;L6;155,5;Found;2003;;
LaPaz Icefield 03628;L5;103,3;Found;2003;;
LaPaz Icefield 03629;L6;56;Found;2003;;
LaPaz Icefield 03630;Diogenite;175,67;Found;2003;-86,36667;-70
LaPaz Icefield 03631;Iron;164,9;Found;2003;-86,36667;-70
LaPaz Icefield 03632;Lunar (basalt);92,57;Found;2003;-86,36667;-70
LaPaz Icefield 03633;L5;261,5;Found;2003;;
LaPaz Icefield 03634;L5;103,3;Found;2003;;
LaPaz Icefield 03635;LL5;124,3;Found;2003;;
LaPaz Icefield 03636;L5;190;Found;2003;;
LaPaz Icefield 03637;LL5;229;Found;2003;;
LaPaz Icefield 03638;L5;134,8;Found;2003;;
LaPaz Icefield 03639;R4;139,9;Found;2003;;
LaPaz Icefield 03640;H4;168,7;Found;2003;;
LaPaz Icefield 03641;H6;212,1;Found;2003;;
LaPaz Icefield 03642;H6;175,8;Found;2003;;
LaPaz Icefield 03643;L5;230,2;Found;2003;;
LaPaz Icefield 03644;LL5;126,4;Found;2003;;
LaPaz Icefield 03645;R;127,56;Found;2003;;
LaPaz Icefield 03646;L5;207,8;Found;2003;;
LaPaz Icefield 03647;LL5;219,5;Found;2003;;
LaPaz Icefield 03648;LL5;214,7;Found;2003;;
LaPaz Icefield 03649;L5;149,4;Found;2003;;
LaPaz Icefield 03650;LL4;150,7;Found;2003;;
LaPaz Icefield 03651;L5;162;Found;2003;;
LaPaz Icefield 03652;L5;98,6;Found;2003;;
LaPaz Icefield 03653;L5;75,6;Found;2003;;
LaPaz Icefield 03654;LL5;89,3;Found;2003;;
LaPaz Icefield 03655;L5;49,6;Found;2003;;
LaPaz Icefield 03656;LL6;74,6;Found;2003;;
LaPaz Icefield 03657;L5;87;Found;2003;;
LaPaz Icefield 03658;LL6;79,7;Found;2003;;
LaPaz Icefield 03659;L6;95,3;Found;2003;;
LaPaz Icefield 03660;L5;96;Found;2003;;
LaPaz Icefield 03661;L5;103,1;Found;2003;;
LaPaz Icefield 03662;LL5;68,1;Found;2003;;
LaPaz Icefield 03663;L5;64,1;Found;2003;;
LaPaz Icefield 03664;LL6;61,4;Found;2003;;
LaPaz Icefield 03665;L5;40,8;Found;2003;;
LaPaz Icefield 03666;L5;86,9;Found;2003;;
LaPaz Icefield 03667;L5;42,4;Found;2003;;
LaPaz Icefield 03668;LL5;42;Found;2003;;
LaPaz Icefield 03669;L4;96,1;Found;2003;;
LaPaz Icefield 03670;H6;85,7;Found;2003;;
LaPaz Icefield 03671;L5;73;Found;2003;;
LaPaz Icefield 03672;H4;45,8;Found;2003;;
LaPaz Icefield 03673;L4;76,4;Found;2003;;
LaPaz Icefield 03674;L5;38,1;Found;2003;;
LaPaz Icefield 03675;L5;35,7;Found;2003;;
LaPaz Icefield 03676;LL5;52;Found;2003;;
LaPaz Icefield 03677;H5;44,75;Found;2003;;
LaPaz Icefield 03678;L5;58;Found;2003;;
LaPaz Icefield 03679;L5;75,3;Found;2003;;
LaPaz Icefield 03680;L6;55,8;Found;2003;;
LaPaz Icefield 03681;L4;126,2;Found;2003;;
LaPaz Icefield 03682;L5;123,7;Found;2003;;
LaPaz Icefield 03683;L5;57,7;Found;2003;;
LaPaz Icefield 03684;L4;61,5;Found;2003;;
LaPaz Icefield 03685;H5;54,8;Found;2003;;
LaPaz Icefield 03686;L5;42;Found;2003;;
LaPaz Icefield 03687;L5;54,5;Found;2003;;
LaPaz Icefield 03688;H5;86,8;Found;2003;;
LaPaz Icefield 03689;L5;95,4;Found;2003;;
LaPaz Icefield 03690;LL5;69,1;Found;2003;;
LaPaz Icefield 03691;L5;88,3;Found;2003;;
LaPaz Icefield 03692;H5;78,4;Found;2003;;
LaPaz Icefield 03693;LL5;71;Found;2003;;
LaPaz Icefield 03694;L5;83,1;Found;2003;;
LaPaz Icefield 03695;H6;44;Found;2003;;
LaPaz Icefield 03696;LL6;39;Found;2003;;
LaPaz Icefield 03697;LL5;58,7;Found;2003;;
LaPaz Icefield 03698;LL5;84,5;Found;2003;;
LaPaz Icefield 03699;H5;89,5;Found;2003;;
LaPaz Icefield 03700;H4;85,8;Found;2003;;
LaPaz Icefield 03701;L5;57,7;Found;2003;;
LaPaz Icefield 03702;H4;58,3;Found;2003;;
LaPaz Icefield 03703;L5;97,2;Found;2003;;
LaPaz Icefield 03704;H6;61,4;Found;2003;;
LaPaz Icefield 03705;L5;59,4;Found;2003;;
LaPaz Icefield 03706;L6;30,5;Found;2003;;
LaPaz Icefield 03707;H5;84,6;Found;2003;;
LaPaz Icefield 03708;L6;39,3;Found;2003;;
LaPaz Icefield 03709;LL6;41,3;Found;2003;;
LaPaz Icefield 03710;H6;40,2;Found;2003;;
LaPaz Icefield 03711;H6;63,5;Found;2003;;
LaPaz Icefield 03712;L5;84,9;Found;2003;;
LaPaz Icefield 03713;H5;69,1;Found;2003;;
LaPaz Icefield 03714;L4;80,7;Found;2003;;
LaPaz Icefield 03715;LL5;53;Found;2003;;
LaPaz Icefield 03716;LL6;25,7;Found;2003;;
LaPaz Icefield 03717;LL5;58,6;Found;2003;;
LaPaz Icefield 03718;CM2;95,21;Found;2003;;
LaPaz Icefield 03719;Aubrite-an;62,02;Found;2003;-86,36667;-70
LaPaz Icefield 03720;LL5;51,4;Found;2003;;
LaPaz Icefield 03721;Ureilite;87,5;Found;2003;;
LaPaz Icefield 03722;Ureilite;29,6;Found;2003;;
LaPaz Icefield 03723;L6;97,5;Found;2003;;
LaPaz Icefield 03724;H5;60,5;Found;2003;;
LaPaz Icefield 03725;LL6;45,7;Found;2003;;
LaPaz Icefield 03726;L6;57,9;Found;2003;;
LaPaz Icefield 03727;LL5;30;Found;2003;;
LaPaz Icefield 03728;L6;62,1;Found;2003;;
LaPaz Icefield 03729;LL5;58;Found;2003;;
LaPaz Icefield 03730;L5;47;Found;2003;;
LaPaz Icefield 03731;R4;56;Found;2003;;
LaPaz Icefield 03732;L5;89,3;Found;2003;;
LaPaz Icefield 03733;L5;31,2;Found;2003;;
LaPaz Icefield 03734;H6;19,2;Found;2003;;
LaPaz Icefield 03735;L5;130,1;Found;2003;;
LaPaz Icefield 03736;LL6;68;Found;2003;;
LaPaz Icefield 03737;L5;23,2;Found;2003;;
LaPaz Icefield 03738;L5;30,2;Found;2003;;
LaPaz Icefield 03739;L5;63,3;Found;2003;;
LaPaz Icefield 03740;LL5;35,5;Found;2003;;
LaPaz Icefield 03741;L5;70,1;Found;2003;;
LaPaz Icefield 03742;L5;38,1;Found;2003;;
LaPaz Icefield 03743;L5;46,3;Found;2003;;
LaPaz Icefield 03744;L6;79,4;Found;2003;;
LaPaz Icefield 03745;H5;40,7;Found;2003;;
LaPaz Icefield 03746;L6;49;Found;2003;;
LaPaz Icefield 03747;H6;55,4;Found;2003;;
LaPaz Icefield 03748;H5;65,9;Found;2003;;
LaPaz Icefield 03749;L5;22,5;Found;2003;;
LaPaz Icefield 03750;LL6;29,6;Found;2003;;
LaPaz Icefield 03751;L5;49,5;Found;2003;;
LaPaz Icefield 03752;H6;49,3;Found;2003;;
LaPaz Icefield 03753;H6;27,9;Found;2003;;
LaPaz Icefield 03754;LL6;36,7;Found;2003;;
LaPaz Icefield 03755;LL5;28,4;Found;2003;;
LaPaz Icefield 03756;L5;56,1;Found;2003;;
LaPaz Icefield 03757;LL6;25;Found;2003;;
LaPaz Icefield 03758;L4;28,1;Found;2003;;
LaPaz Icefield 03759;H4;48,8;Found;2003;;
LaPaz Icefield 03760;H6;8,6;Found;2003;;
LaPaz Icefield 03761;L5;26,1;Found;2003;;
LaPaz Icefield 03762;L5;34,5;Found;2003;;
LaPaz Icefield 03763;H6;50,7;Found;2003;;
LaPaz Icefield 03764;L5;33,6;Found;2003;;
LaPaz Icefield 03765;H4;73,7;Found;2003;;
LaPaz Icefield 03766;L5;23;Found;2003;;
LaPaz Icefield 03767;L5;38,8;Found;2003;;
LaPaz Icefield 03768;L5;84,3;Found;2003;;
LaPaz Icefield 03769;H4;61,1;Found;2003;;
LaPaz Icefield 03770;L5;35,4;Found;2003;;
LaPaz Icefield 03771;H5;55,3;Found;2003;;
LaPaz Icefield 03772;L5;102,6;Found;2003;;
LaPaz Icefield 03773;L5;55,7;Found;2003;;
LaPaz Icefield 03774;L5;58,2;Found;2003;;
LaPaz Icefield 03775;L6;23;Found;2003;;
LaPaz Icefield 03776;L6;14,6;Found;2003;;
LaPaz Icefield 03777;H5;71,9;Found;2003;;
LaPaz Icefield 03778;L5;91,2;Found;2003;;
LaPaz Icefield 03779;L5;41,5;Found;2003;;
LaPaz Icefield 03780;Aubrite;21,81;Found;2003;-86,36667;-70
LaPaz Icefield 03781;Diogenite;35;Found;2003;;
LaPaz Icefield 03782;Eucrite-unbr;22,27;Found;2003;-86,36667;-70
LaPaz Icefield 03783;L6;17,3;Found;2003;;
LaPaz Icefield 03784;CK5;50,92;Found;2003;;
LaPaz Icefield 03785;CM2;43,43;Found;2003;;
LaPaz Icefield 03786;CM2;22,4;Found;2003;;
LaPaz Icefield 03787;LL5;71,4;Found;2003;;
LaPaz Icefield 03788;L-imp melt;8,3;Found;2003;;
LaPaz Icefield 03789;L6;20,8;Found;2003;;
LaPaz Icefield 03790;L5;37,8;Found;2003;;
LaPaz Icefield 03791;L5;16,6;Found;2003;;
LaPaz Icefield 03792;H6;7,4;Found;2003;;
LaPaz Icefield 03793;R4;15;Found;2003;;
LaPaz Icefield 03794;H4;8,5;Found;2003;;
LaPaz Icefield 03795;H6;3,2;Found;2003;;
LaPaz Icefield 03796;Diogenite;16,5;Found;2003;;
LaPaz Icefield 03797;H6;4,6;Found;2003;;
LaPaz Icefield 03798;H6;4,5;Found;2003;;
LaPaz Icefield 03799;L5;6,9;Found;2003;;
LaPaz Icefield 03800;LL5;1,34;Found;2003;;
LaPaz Icefield 03801;H5;0,51;Found;2003;;
LaPaz Icefield 03802;H5;3,5;Found;2003;;
LaPaz Icefield 03803;L5;12,3;Found;2003;;
LaPaz Icefield 03804;LL5;9,5;Found;2003;;
LaPaz Icefield 03805;H6;1,77;Found;2003;;
LaPaz Icefield 03806;H5;1,5;Found;2003;;
LaPaz Icefield 03807;L5;2,5;Found;2003;;
LaPaz Icefield 03808;H6;4,2;Found;2003;;
LaPaz Icefield 03809;L5;5;Found;2003;;
LaPaz Icefield 03810;LL6;2,9;Found;2003;;
LaPaz Icefield 03811;L5;1,49;Found;2003;;
LaPaz Icefield 03812;L5;2;Found;2003;;
LaPaz Icefield 03813;LL5;4,4;Found;2003;;
LaPaz Icefield 03814;L5;3,3;Found;2003;;
LaPaz Icefield 03815;LL6;3,9;Found;2003;;
LaPaz Icefield 03816;H5;8;Found;2003;;
LaPaz Icefield 03817;L5;6,4;Found;2003;;
LaPaz Icefield 03818;L5;8,5;Found;2003;;
LaPaz Icefield 03819;LL5;6,2;Found;2003;;
LaPaz Icefield 03820;H5;1,6;Found;2003;;
LaPaz Icefield 03821;L5;6,4;Found;2003;;
LaPaz Icefield 03822;L-metal;1,7;Found;2003;;
LaPaz Icefield 03823;LL5;0,45;Found;2003;;
LaPaz Icefield 03824;L-metal;1,5;Found;2003;;
LaPaz Icefield 03825;LL6;6,4;Found;2003;;
LaPaz Icefield 03826;L5;3,2;Found;2003;;
LaPaz Icefield 03827;LL6;2,1;Found;2003;;
LaPaz Icefield 03828;LL5;1,14;Found;2003;;
LaPaz Icefield 03829;L5;1,53;Found;2003;;
LaPaz Icefield 03830;LL5;11,7;Found;2002;;
LaPaz Icefield 03831;H6;21,1;Found;2002;;
LaPaz Icefield 03832;H6;18,9;Found;2002;;
LaPaz Icefield 03833;LL5;28,5;Found;2002;;
LaPaz Icefield 03834;R3;5,8;Found;2003;;
LaPaz Icefield 03835;H5;17,5;Found;2002;;
LaPaz Icefield 03836;LL5;32;Found;2002;;
LaPaz Icefield 03837;LL5;7,2;Found;2002;;
LaPaz Icefield 03838;H6;23,7;Found;2002;;
LaPaz Icefield 03839;H6;6,8;Found;2002;;
LaPaz Icefield 03840;LL6;5,9;Found;2003;;
LaPaz Icefield 03841;LL6;9,7;Found;2003;;
LaPaz Icefield 03842;L5;9;Found;2003;;
LaPaz Icefield 03843;LL6;19,9;Found;2003;;
LaPaz Icefield 03844;L5;35,6;Found;2003;;
LaPaz Icefield 03845;H5;10,2;Found;2003;;
LaPaz Icefield 03846;LL5;14;Found;2003;;
LaPaz Icefield 03847;LL5;13,4;Found;2003;;
LaPaz Icefield 03848;LL5;14,3;Found;2003;;
LaPaz Icefield 03849;LL5;13,2;Found;2003;;
LaPaz Icefield 03850;L5;0,4;Found;2002;;
LaPaz Icefield 03851;LL6;0,36;Found;2003;;
LaPaz Icefield 03852;LL5;0,4;Found;2002;;
LaPaz Icefield 03853;LL5;1,2;Found;2002;;
LaPaz Icefield 03854;LL5;2,4;Found;2002;;
LaPaz Icefield 03855;H5;0,8;Found;2002;;
LaPaz Icefield 03856;LL5;1,9;Found;2002;;
LaPaz Icefield 03857;H6;0,5;Found;2002;;
LaPaz Icefield 03858;H5;1,6;Found;2002;;
LaPaz Icefield 03859;LL5;6,5;Found;2002;;
LaPaz Icefield 03860;LL4;6,3;Found;2002;;
LaPaz Icefield 03861;LL5;6,4;Found;2002;;
LaPaz Icefield 03862;LL5;9,6;Found;2002;;
LaPaz Icefield 03863;LL5;6,4;Found;2002;;
LaPaz Icefield 03864;L5;8;Found;2002;;
LaPaz Icefield 03865;CM2;19,2;Found;2003;;
LaPaz Icefield 03866;LL5;10,2;Found;2002;;
LaPaz Icefield 03867;LL5;23;Found;2002;;
LaPaz Icefield 03868;LL5;24,9;Found;2002;;
LaPaz Icefield 03869;LL5;15,3;Found;2002;;
LaPaz Icefield 03870;L5;15,7;Found;2002;;
LaPaz Icefield 03871;LL5;11,9;Found;2002;;
LaPaz Icefield 03872;L5;16,2;Found;2002;;
LaPaz Icefield 03873;LL5;38,4;Found;2002;;
LaPaz Icefield 03874;LL5;14,3;Found;2002;;
LaPaz Icefield 03875;LL6;13,3;Found;2002;;
LaPaz Icefield 03876;LL5;5;Found;2002;;
LaPaz Icefield 03877;H6;15,5;Found;2002;;
LaPaz Icefield 03878;LL5;17,6;Found;2002;;
LaPaz Icefield 03879;LL5;23,1;Found;2002;;
LaPaz Icefield 03880;LL6;4,1;Found;2003;;
LaPaz Icefield 03881;H5;6,3;Found;2003;;
LaPaz Icefield 03882;H5;0,78;Found;2003;;
LaPaz Icefield 03883;L5;0,9;Found;2003;;
LaPaz Icefield 03884;L5;3,7;Found;2003;;
LaPaz Icefield 03885;H5;0,17;Found;2003;;
LaPaz Icefield 03886;L5;3,8;Found;2003;;
LaPaz Icefield 03887;L5;1,17;Found;2003;;
LaPaz Icefield 03888;H5;2,6;Found;2003;;
LaPaz Icefield 03889;LL5;0,81;Found;2003;;
LaPaz Icefield 03890;L6;1,6;Found;2002;;
LaPaz Icefield 03891;H6;1,3;Found;2002;;
LaPaz Icefield 03892;LL5;4,1;Found;2002;;
